y1,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
1,25,310,400,1276,592,873,1067,12,5,1,1000,0.0762,0.053,1.82,0.0105,0.002,0.037,0.153,0.049,0.0034,0.1145,0.0374,0.0029,0.0024,0
0,21,224,381,1290,574,855,1063,12,3,2,1000,0.0717,0.049,1.865,0.0104,0.0028,0.035,0.19,0.0485,0.0031,0.083,0.0322,0.0032,0.0023,0.0011
1,24,225,417,1285,574,854,1056,12,3,3,1000,0.0717,0.049,1.865,0.0104,0.0028,0.035,0.19,0.0485,0.0031,0.083,0.0322,0.0032,0.0023,0.0011
1,22,239,636,1281,596,864,1062,12,5,2,1000,0.0729,0.055,1.853,0.0086,0.0017,0.037,0.15,0.0485,0.0037,0.1124,0.0456,0.004,0.0033,0
1,24,241,636,1289,596,865,1061,12,5,2,1000,0.0729,0.055,1.853,0.0086,0.0017,0.037,0.15,0.0485,0.0037,0.1124,0.0456,0.004,0.0033,0
1,23,234,491,1289,589,870,1064,12,4,2,1000,0.0784,0.051,1.865,0.0109,0.0014,0.035,0.158,0.0479,0.0035,0.1114,0.0433,0.0038,0.002,0
1,25,241,617,1273,596,866,1058,12,5,2,1000,0.0729,0.055,1.853,0.0086,0.0017,0.037,0.15,0.0485,0.0037,0.1124,0.0456,0.004,0.0033,0
1,24,242,600,1289,596,867,1060,12,5,3,1000,0.0729,0.055,1.853,0.0086,0.0017,0.037,0.15,0.0485,0.0037,0.1124,0.0456,0.004,0.0033,0
0,19,266,469,1264,591,876,1031,12,5,3,1000,0.0763,0.077,1.867,0.008,0.0012,0.032,0.144,0.0499,0.0043,0.1153,0.0418,0.0036,0.0015,0
1,25,241,612,1290,596,862,1063,12,5,3,1000,0.0712,0.053,1.85,0.0089,0.0009,0.033,0.164,0.0509,0.0034,0.1149,0.0426,0.0026,0.0022,0
1,24,241,604,1288,597,868,1068,12,5,2,1000,0.0729,0.055,1.853,0.0086,0.0017,0.037,0.15,0.0485,0.0037,0.1124,0.0456,0.004,0.0033,0
1,24,240,618,1277,597,869,1061,12,5,3,1000,0.0712,0.053,1.85,0.0089,0.0009,0.033,0.164,0.0509,0.0034,0.1149,0.0426,0.0026,0.0022,0
1,23,241,601,1287,596,867,1068,12,5,3,1000,0.0712,0.053,1.85,0.0089,0.0009,0.033,0.164,0.0509,0.0034,0.1149,0.0426,0.0026,0.0022,0
0,20,298,432,1245,579,851,1030,12,4,3,1031,0.0692,0.071,1.853,0.0117,0.0026,0.025,0.25,0.0578,0.0027,0.0946,0.0372,0.0034,0.002,0.002
0,20,315,473,1248,547,807,996,12,2,3,1031,0.0692,0.071,1.853,0.0117,0.0026,0.025,0.25,0.0578,0.0027,0.0946,0.0372,0.0034,0.002,0.002
0,20,316,593,1256,544,810,1009,12,2,2,1031,0.0692,0.071,1.853,0.0117,0.0026,0.025,0.25,0.0578,0.0027,0.0946,0.0372,0.0034,0.002,0.002
0,20,360,387,1244,553,822,1011,12,2,1,1031,0.0692,0.071,1.853,0.0117,0.0026,0.025,0.25,0.0578,0.0027,0.0946,0.0372,0.0034,0.002,0.002
0,20,364,485,1239,547,833,999,12,3,3,1031,0.0746,0.083,1.87,0.0126,0.0011,0.032,0.253,0.0576,0.0039,0.0831,0.0305,0.0049,0.0017,0.0023
0,19,361,431,1241,547,830,1007,12,3,1,1031,0.0746,0.083,1.87,0.0126,0.0011,0.032,0.253,0.0576,0.0039,0.0831,0.0305,0.0049,0.0017,0.0023
0,20,362,514,1255,546,826,1007,12,3,3,1031,0.0746,0.083,1.87,0.0126,0.0011,0.032,0.253,0.0576,0.0039,0.0831,0.0305,0.0049,0.0017,0.0023
0,20,364,541,1267,576,851,1033,12,4,3,1031,0.0746,0.083,1.87,0.0126,0.0011,0.032,0.253,0.0576,0.0039,0.0831,0.0305,0.0049,0.0017,0.0023
0,19,368,489,1257,578,856,1037,12,4,1,1031,0.0696,0.053,1.875,0.0099,0.001,0.034,0.257,0.0566,0.0036,0.0929,0.0389,0.0032,0.0012,0.0025
1,26,219,461,1272,599,871,1039,12,6,2,1000,0.0763,0.077,1.867,0.008,0.0012,0.032,0.144,0.0499,0.0043,0.1153,0.0418,0.0036,0.0015,0
1,24,219,283,1253,599,872,1039,12,6,3,1000,0.0737,0.075,1.872,0.0093,0.0015,0.035,0.161,0.0509,0.0041,0.1206,0.0368,0.0034,0.0018,0
1,24,215,457,1257,595,865,1049,12,5,1,1000,0.0731,0.053,1.842,0.0081,0.001,0.032,0.155,0.0458,0.0035,0.1128,0.0465,0.0021,0.0014,0
1,24,217,410,1265,598,869,1044,12,5,3,1000,0.0731,0.053,1.842,0.0081,0.001,0.032,0.155,0.0458,0.0035,0.1128,0.0465,0.0021,0.0014,0
1,24,213,470,1263,598,870,1056,12,5,2,1000,0.0731,0.053,1.842,0.0081,0.001,0.032,0.155,0.0458,0.0035,0.1128,0.0465,0.0021,0.0014,0
0,21,257,517,1255,557,841,1033,12,2,2,1000,0.0765,0.056,1.882,0.0096,0.0019,0.047,0.261,0.0579,0.0036,0.0835,0.0367,0.0031,0.002,0.0011
0,20,257,529,1265,554,828,1033,12,2,1,1000,0.0765,0.056,1.882,0.0096,0.0019,0.047,0.261,0.0579,0.0036,0.0835,0.0367,0.0031,0.002,0.0011
1,22,259,554,1252,556,827,1012,12,3,2,1000,0.0765,0.056,1.882,0.0096,0.0019,0.047,0.261,0.0579,0.0036,0.0835,0.0367,0.0031,0.002,0.0011
0,20,259,551,1258,554,829,1025,12,2,1,1000,0.0765,0.056,1.882,0.0096,0.0019,0.047,0.261,0.0579,0.0036,0.0835,0.0367,0.0031,0.002,0.0011
0,20,259,542,1264,557,832,1031,12,2,3,1000,0.0765,0.056,1.882,0.0096,0.0019,0.047,0.261,0.0579,0.0036,0.0835,0.0367,0.0031,0.002,0.0011
1,22,260,555,1253,555,822,1007,12,3,1,1000,0.0765,0.056,1.882,0.0096,0.0019,0.047,0.261,0.0579,0.0036,0.0835,0.0367,0.0031,0.002,0.0011
0,20,260,498,1260,556,828,1024,12,2,3,1000,0.0765,0.056,1.882,0.0096,0.0019,0.047,0.261,0.0579,0.0036,0.0835,0.0367,0.0031,0.002,0.0011
0,21,238,582,1293,596,866,1059,12,5,3,1000,0.0784,0.051,1.865,0.0109,0.0014,0.035,0.158,0.0479,0.0035,0.1114,0.0433,0.0038,0.002,0
1,22,240,464,1288,594,862,1065,12,5,2,1000,0.0784,0.051,1.865,0.0109,0.0014,0.035,0.158,0.0479,0.0035,0.1114,0.0433,0.0038,0.002,0
0,21,237,611,1285,595,865,1063,12,5,3,1000,0.0784,0.051,1.865,0.0109,0.0014,0.035,0.158,0.0479,0.0035,0.1114,0.0433,0.0038,0.002,0
1,24,241,633,1294,596,862,1063,12,5,2,1000,0.0712,0.053,1.85,0.0089,0.0009,0.033,0.164,0.0509,0.0034,0.1149,0.0426,0.0026,0.0022,0
1,23,239,608,1293,595,866,1072,12,5,3,1000,0.0712,0.053,1.85,0.0089,0.0009,0.033,0.164,0.0509,0.0034,0.1149,0.0426,0.0026,0.0022,0
1,22,215,121,1259,568,877,1049,12,5,1,1000,0.0782,0.047,1.775,0.0102,0.0015,0.478,0.014,0.0035,0.0053,0.1446,0.0375,0.0037,0.0001,0.0014
1,24,213,62,1263,586,841,1021,12,3,1,1000,0.0729,0.055,1.853,0.0086,0.0017,0.037,0.15,0.0485,0.0037,0.1124,0.0456,0.004,0.0033,0
0,21,228,66,1260,613,873,1066,12,5,1,1000,0.0701,0.055,1.479,0.0076,0.0012,0.027,0.273,0.0034,0.0038,0.122,0.0379,0.0032,0.0028,0.0007
0,20,237,152,1222,543,831,962,12,3,1,1000,0.0765,0.056,1.882,0.0096,0.0019,0.047,0.261,0.0579,0.0036,0.0835,0.0367,0.0031,0.002,0.0011
1,23,315,473,1248,547,807,996,12,2,3,1031,0.0692,0.071,1.853,0.0117,0.0026,0.025,0.25,0.0578,0.0027,0.0946,0.0372,0.0034,0.002,0.002
1,25,226,429,1262,592,871,1046,12,5,2,1000,0.0735,0.07,1.905,0.009,0.001,0.034,0.158,0.0514,0.0039,0.1125,0.0396,0.0031,0.0023,0
1,24,225,442,1268,592,873,1041,12,5,3,1000,0.0712,0.042,1.888,0.0111,0.001,0.031,0.162,0.0516,0.0036,0.1044,0.0331,0.0028,0.0026,0
1,24,217,334,1269,605,872,1040,12,5,1,1000,0.0712,0.042,1.888,0.0111,0.001,0.031,0.162,0.0516,0.0036,0.1044,0.0331,0.0028,0.0026,0
1,23,227,457,1269,592,863,1047,12,4,3,1000,0.0735,0.07,1.905,0.009,0.001,0.034,0.158,0.0514,0.0039,0.1125,0.0396,0.0031,0.0023,0
0,21,334,237,1264,573,862,1052,12,3,1,1000,0.0764,0.071,1.845,0.0132,0.0014,0.037,0.202,0.0512,0.003,0.0885,0.0391,0.0037,0.0018,0.0014
0,21,343,369,1243,568,823,1011,12,2,2,1000,0.0781,0.073,1.848,0.0108,0.0013,0.031,0.198,0.0499,0.0029,0.0836,0.0336,0.0035,0.0017,0.001
1,24,344,444,1247,579,833,999,12,2,3,1000,0.0781,0.073,1.848,0.0108,0.0013,0.031,0.198,0.0499,0.0029,0.0836,0.0336,0.0035,0.0017,0.001
1,24,217,334,1269,605,872,1040,12,5,1,1000,0.0712,0.042,1.888,0.0111,0.001,0.031,0.162,0.0516,0.0036,0.1044,0.0331,0.0028,0.0026,0
1,25,246,500,1253,577,817,992,12,2,1,1000,0.0709,0.057,1.856,0.0128,0.001,0.03,0.186,0.0507,0.0035,0.0813,0.0364,0.0039,0.0016,0.0007
1,22,248,506,1240,578,826,1003,12,2,3,1000,0.0709,0.057,1.856,0.0128,0.001,0.03,0.186,0.0507,0.0035,0.0813,0.0364,0.0039,0.0016,0.0007
1,24,245,600,1253,578,831,1009,12,2,1,1000,0.0765,0.056,1.806,0.0112,0.0027,0.032,0.173,0.0471,0.0029,0.0789,0.0298,0.0027,0.0016,0.0012
1,26,379,461,1248,590,832,1024,12,3,2,1000,0.0754,0.058,1.845,0.0094,0.0019,0.029,0.192,0.049,0.0036,0.0895,0.0389,0.0031,0.0025,0.0015
1,26,379,516,1255,590,845,1038,12,3,3,1000,0.0754,0.058,1.845,0.0094,0.0019,0.029,0.192,0.049,0.0036,0.0895,0.0389,0.0031,0.0025,0.0015
1,23,247,590,1269,559,820,1032,12,2,3,1000,0.0748,0.062,1.847,0.0088,0.0018,0.032,0.202,0.0517,0.0039,0.079,0.0319,0.0039,0.0024,0.0013
1,22,246,576,1266,560,831,1045,12,2,2,1000,0.0748,0.062,1.847,0.0088,0.0018,0.032,0.202,0.0517,0.0039,0.079,0.0319,0.0039,0.0024,0.0013
1,24,242,548,1262,559,840,1011,12,2,3,1000,0.0748,0.062,1.847,0.0088,0.0018,0.032,0.202,0.0517,0.0039,0.079,0.0319,0.0039,0.0024,0.0013
1,23,253,579,1268,562,823,1013,12,2,1,1000,0.0748,0.062,1.847,0.0088,0.0018,0.032,0.202,0.0517,0.0039,0.079,0.0319,0.0039,0.0024,0.0013
1,22,255,577,1269,561,831,1021,12,2,2,1000,0.0748,0.062,1.847,0.0088,0.0018,0.032,0.202,0.0517,0.0039,0.079,0.0319,0.0039,0.0024,0.0013
1,22,244,550,1257,562,833,1008,12,2,2,1000,0.0748,0.062,1.847,0.0088,0.0018,0.032,0.202,0.0517,0.0039,0.079,0.0319,0.0039,0.0024,0.0013
1,23,244,551,1252,561,825,1001,12,2,3,1000,0.0748,0.062,1.847,0.0088,0.0018,0.032,0.202,0.0517,0.0039,0.079,0.0319,0.0039,0.0024,0.0013
1,22,253,584,1264,580,837,1028,12,2,3,1000,0.0765,0.056,1.806,0.0112,0.0027,0.032,0.173,0.0471,0.0029,0.0789,0.0298,0.0027,0.0016,0.0012
1,24,253,566,1259,584,827,1005,12,2,2,1000,0.0765,0.056,1.806,0.0112,0.0027,0.032,0.173,0.0471,0.0029,0.0789,0.0298,0.0027,0.0016,0.0012
1,24,242,595,1261,579,834,1012,12,2,3,1000,0.0765,0.056,1.806,0.0112,0.0027,0.032,0.173,0.0471,0.0029,0.0789,0.0298,0.0027,0.0016,0.0012
1,24,252,597,1263,584,857,1042,12,4,2,1000,0.0748,0.062,1.847,0.0088,0.0018,0.032,0.202,0.0517,0.0039,0.079,0.0319,0.0039,0.0024,0.0013
1,23,386,387,1270,580,845,1014,12,3,2,1031,0.0764,0.063,1.855,0.0094,0.0025,0.028,0.199,0.0513,0.0026,0.094,0.0399,0.0039,0.002,0.0016
1,22,387,434,1262,580,843,1017,12,3,1,1000,0.0716,0.051,1.877,0.0108,0.0018,0.041,0.203,0.0515,0.0038,0.0877,0.0365,0.0032,0.0016,0.0022
1,23,388,462,1270,579,833,1007,12,3,2,1000,0.0716,0.051,1.877,0.0108,0.0018,0.041,0.203,0.0515,0.0038,0.0877,0.0365,0.0032,0.0016,0.0022
1,23,384,464,1270,578,849,1030,12,3,1,1000,0.0716,0.051,1.877,0.0108,0.0018,0.041,0.203,0.0515,0.0038,0.0877,0.0365,0.0032,0.0016,0.0022
0,21,388,410,1262,575,834,1000,12,3,2,1031,0.0764,0.063,1.855,0.0094,0.0025,0.028,0.199,0.0513,0.0026,0.094,0.0399,0.0039,0.002,0.0016
0,21,377,421,1257,577,839,1003,12,3,1,1031,0.0764,0.063,1.855,0.0094,0.0025,0.028,0.199,0.0513,0.0026,0.094,0.0399,0.0039,0.002,0.0016
0,21,390,407,1269,577,826,998,12,3,2,1031,0.0731,0.052,1.821,0.0097,0.0014,0.037,0.195,0.051,0.0033,0.0815,0.0344,0.0043,0.0024,0.0016
0,21,377,527,1267,578,847,1014,12,3,3,1031,0.0764,0.063,1.855,0.0094,0.0025,0.028,0.199,0.0513,0.0026,0.094,0.0399,0.0039,0.002,0.0016
1,24,377,478,1250,574,830,1001,12,3,2,1031,0.0764,0.063,1.855,0.0094,0.0025,0.028,0.199,0.0513,0.0026,0.094,0.0399,0.0039,0.002,0.0016
1,24,378,563,1255,577,837,1009,12,3,3,1031,0.0731,0.052,1.821,0.0097,0.0014,0.037,0.195,0.051,0.0033,0.0815,0.0344,0.0043,0.0024,0.0016
1,22,382,527,1263,576,827,996,12,3,2,1031,0.0764,0.063,1.855,0.0094,0.0025,0.028,0.199,0.0513,0.0026,0.094,0.0399,0.0039,0.002,0.0016
1,23,378,587,1265,579,841,1025,12,3,3,1031,0.0731,0.052,1.821,0.0097,0.0014,0.037,0.195,0.051,0.0033,0.0815,0.0344,0.0043,0.0024,0.0016
1,24,378,503,1246,577,830,997,12,3,2,1031,0.0731,0.052,1.821,0.0097,0.0014,0.037,0.195,0.051,0.0033,0.0815,0.0344,0.0043,0.0024,0.0016
1,23,378,479,1256,578,839,1011,12,3,3,1031,0.0731,0.052,1.821,0.0097,0.0014,0.037,0.195,0.051,0.0033,0.0815,0.0344,0.0043,0.0024,0.0016
1,23,379,500,1262,577,831,1000,12,3,2,1031,0.0731,0.052,1.821,0.0097,0.0014,0.037,0.195,0.051,0.0033,0.0815,0.0344,0.0043,0.0024,0.0016
1,23,378,528,1264,579,845,1020,12,3,3,1031,0.0731,0.052,1.821,0.0097,0.0014,0.037,0.195,0.051,0.0033,0.0815,0.0344,0.0043,0.0024,0.0016
1,24,379,538,1245,577,828,996,12,3,2,1031,0.0731,0.052,1.821,0.0097,0.0014,0.037,0.195,0.051,0.0033,0.0815,0.0344,0.0043,0.0024,0.0016
1,23,376,527,1257,578,839,1014,12,3,3,1000,0.0762,0.054,1.865,0.0091,0.0015,0.056,0.201,0.0485,0.0035,0.082,0.0348,0.0031,0.0018,0.0019
1,22,377,520,1264,578,836,1009,12,3,2,1000,0.0716,0.051,1.877,0.0108,0.0018,0.041,0.203,0.0515,0.0038,0.0877,0.0365,0.0032,0.0016,0.0022
1,25,376,414,1260,578,844,1015,12,3,3,1000,0.0716,0.051,1.877,0.0108,0.0018,0.041,0.203,0.0515,0.0038,0.0877,0.0365,0.0032,0.0016,0.0022
1,22,377,378,1247,578,829,992,12,3,2,1000,0.0716,0.051,1.877,0.0108,0.0018,0.041,0.203,0.0515,0.0038,0.0877,0.0365,0.0032,0.0016,0.0022
1,23,377,469,1256,579,839,1009,12,3,3,1000,0.0716,0.051,1.877,0.0108,0.0018,0.041,0.203,0.0515,0.0038,0.0877,0.0365,0.0032,0.0016,0.0022
1,22,381,488,1264,579,834,1009,12,3,2,1000,0.0762,0.054,1.865,0.0091,0.0015,0.056,0.201,0.0485,0.0035,0.082,0.0348,0.0031,0.0018,0.0019
0,21,314,232,1261,580,843,1031,12,2,1,1000,0.0762,0.054,1.865,0.0091,0.0015,0.056,0.201,0.0485,0.0035,0.082,0.0348,0.0031,0.0018,0.0019
1,25,310,255,1260,583,848,1020,12,2,2,1000,0.0762,0.054,1.865,0.0091,0.0015,0.056,0.201,0.0485,0.0035,0.082,0.0348,0.0031,0.0018,0.0019
1,26,211,428,1282,598,869,1048,12,6,2,1000,0.0784,0.081,1.843,0.0096,0.0028,0.035,0.192,0.0476,0.0027,0.072,0.0281,0.0038,0.0027,0.0012
1,24,213,411,1278,598,870,1042,12,6,1,1000,0.0784,0.081,1.843,0.0096,0.0028,0.035,0.192,0.0476,0.0027,0.072,0.0281,0.0038,0.0027,0.0012
1,23,286,563,1237,582,839,1021,12,3,3,1031,0.0754,0.057,1.816,0.0083,0.0029,0.042,0.15,0.0527,0.003,0.0829,0.0278,0.0046,0.0013,0.0013
1,24,278,77,1260,577,834,1007,12,2,2,1000,0.0762,0.054,1.865,0.0091,0.0015,0.056,0.201,0.0485,0.0035,0.082,0.0348,0.0031,0.0018,0.0019
1,23,277,105,1261,591,862,1034,12,4,1,1000,0.0762,0.054,1.865,0.0091,0.0015,0.056,0.201,0.0485,0.0035,0.082,0.0348,0.0031,0.0018,0.0019
0,20,341,425,1246,528,819,1017,12,2,2,1000,0.0692,0.073,1.873,0.0121,0.001,0.032,0.196,0.0493,0.0031,0.0819,0.0302,0.0035,0.002,0.0016
1,22,342,485,1243,535,813,997,12,2,3,1000,0.0692,0.073,1.873,0.0121,0.001,0.032,0.196,0.0493,0.0031,0.0819,0.0302,0.0035,0.002,0.0016
0,19,290,631,1255,561,801,1000,12,2,2,1000,0.0761,0.049,1.863,0.0098,0.0021,0.034,0.178,0.051,0.0036,0.0885,0.0344,0.0038,0.0021,0.0016
1,23,292,622,1255,583,814,1004,12,2,3,1031,0.0754,0.057,1.816,0.0083,0.0029,0.042,0.15,0.0527,0.003,0.0829,0.0278,0.0046,0.0013,0.0013
1,22,292,607,1248,559,821,999,12,2,2,1031,0.0742,0.055,1.855,0.0083,0.0017,0.032,0.203,0.0522,0.0034,0.0929,0.0378,0.0037,0.0023,0.0009
1,23,293,629,1252,554,813,989,12,2,3,1000,0.0761,0.049,1.863,0.0098,0.0021,0.034,0.178,0.051,0.0036,0.0885,0.0344,0.0038,0.0021,0.0016
1,24,291,625,1255,549,801,1006,12,2,2,1031,0.0754,0.057,1.816,0.0083,0.0029,0.042,0.15,0.0527,0.003,0.0829,0.0278,0.0046,0.0013,0.0013
1,22,295,611,1246,548,816,1005,12,2,3,1031,0.0742,0.055,1.855,0.0083,0.0017,0.032,0.203,0.0522,0.0034,0.0929,0.0378,0.0037,0.0023,0.0009
0,21,292,646,1247,544,815,1003,12,2,2,1000,0.0761,0.049,1.863,0.0098,0.0021,0.034,0.178,0.051,0.0036,0.0885,0.0344,0.0038,0.0021,0.0016
1,22,294,618,1249,545,808,987,12,2,3,1031,0.0742,0.055,1.855,0.0083,0.0017,0.032,0.203,0.0522,0.0034,0.0929,0.0378,0.0037,0.0023,0.0009
0,19,295,604,1255,545,808,1005,12,2,2,1031,0.0742,0.055,1.855,0.0083,0.0017,0.032,0.203,0.0522,0.0034,0.0929,0.0378,0.0037,0.0023,0.0009
0,21,296,642,1242,547,811,1001,12,2,3,1000,0.0761,0.049,1.863,0.0098,0.0021,0.034,0.178,0.051,0.0036,0.0885,0.0344,0.0038,0.0021,0.0016
1,22,296,592,1247,550,821,1001,12,2,2,1031,0.0742,0.055,1.855,0.0083,0.0017,0.032,0.203,0.0522,0.0034,0.0929,0.0378,0.0037,0.0023,0.0009
1,22,297,601,1250,549,811,989,12,2,3,1000,0.0761,0.049,1.863,0.0098,0.0021,0.034,0.178,0.051,0.0036,0.0885,0.0344,0.0038,0.0021,0.0016
0,21,287,625,1254,547,813,1008,12,2,2,1031,0.0752,0.036,1.906,0.0086,0.0014,0.028,0.196,0.055,0.0039,0.0939,0.0316,0.004,0.0032,0.0018
0,21,292,525,1245,549,802,990,12,2,3,1031,0.0752,0.036,1.906,0.0086,0.0014,0.028,0.196,0.055,0.0039,0.0939,0.0316,0.004,0.0032,0.0018
0,21,288,539,1244,550,812,1005,12,2,2,1031,0.0754,0.057,1.816,0.0083,0.0029,0.042,0.15,0.0527,0.003,0.0829,0.0278,0.0046,0.0013,0.0013
1,24,341,571,1251,530,810,1005,12,2,2,1000,0.072,0.054,1.844,0.0103,0.001,0.033,0.194,0.0498,0.0032,0.0826,0.0337,0.004,0.002,0.0015
1,22,335,453,1247,536,817,1008,12,2,3,1000,0.0781,0.073,1.848,0.0108,0.0013,0.031,0.198,0.0499,0.0029,0.0836,0.0336,0.0035,0.0017,0.001
1,22,290,600,1245,553,815,1002,12,2,2,1031,0.0754,0.057,1.816,0.0083,0.0029,0.042,0.15,0.0527,0.003,0.0829,0.0278,0.0046,0.0013,0.0013
1,22,292,528,1260,547,808,993,12,2,3,1000,0.0761,0.049,1.863,0.0098,0.0021,0.034,0.178,0.051,0.0036,0.0885,0.0344,0.0038,0.0021,0.0016
1,24,289,641,1254,574,827,981,12,3,2,1000,0.0765,0.044,1.924,0.0096,0.0018,0.035,0.197,0.0494,0.0036,0.0892,0.0331,0.0029,0.0018,0.0016
1,24,288,476,1258,570,832,989,12,3,3,1031,0.0742,0.055,1.855,0.0083,0.0017,0.032,0.203,0.0522,0.0034,0.0929,0.0378,0.0037,0.0023,0.0009
1,23,342,403,1243,534,815,996,12,2,2,1000,0.0781,0.073,1.848,0.0108,0.0013,0.031,0.198,0.0499,0.0029,0.0836,0.0336,0.0035,0.0017,0.001
0,21,343,546,1238,535,815,1008,12,2,3,1000,0.0692,0.073,1.873,0.0121,0.001,0.032,0.196,0.0493,0.0031,0.0819,0.0302,0.0035,0.002,0.0016
0,20,337,419,1257,482,835,1015,12,2,3,1031,0.0723,0.058,1.859,0.0121,0.0022,0.032,0.2,0.0482,0.0028,0.085,0.0298,0.0041,0.0017,0.0013
1,23,291,574,1261,535,805,1005,12,2,3,1031,0.0754,0.057,1.816,0.0083,0.0029,0.042,0.15,0.0527,0.003,0.0829,0.0278,0.0046,0.0013,0.0013
0,20,337,552,1254,523,828,1015,12,2,2,1000,0.072,0.054,1.844,0.0103,0.001,0.033,0.194,0.0498,0.0032,0.0826,0.0337,0.004,0.002,0.0015
0,21,339,443,1252,536,815,1018,12,2,3,1000,0.0692,0.073,1.873,0.0121,0.001,0.032,0.196,0.0493,0.0031,0.0819,0.0302,0.0035,0.002,0.0016
0,18,334,346,1249,490,829,1040,12,2,2,1000,0.0781,0.073,1.848,0.0108,0.0013,0.031,0.198,0.0499,0.0029,0.0836,0.0336,0.0035,0.0017,0.001
1,23,342,484,1238,536,814,1004,12,2,2,1000,0.0692,0.073,1.873,0.0121,0.001,0.032,0.196,0.0493,0.0031,0.0819,0.0302,0.0035,0.002,0.0016
0,21,342,535,1246,536,818,1015,12,2,3,1031,0.0723,0.058,1.859,0.0121,0.0022,0.032,0.2,0.0482,0.0028,0.085,0.0298,0.0041,0.0017,0.0013
1,22,343,555,1246,575,842,1005,12,3,3,1031,0.0723,0.058,1.859,0.0121,0.0022,0.032,0.2,0.0482,0.0028,0.085,0.0298,0.0041,0.0017,0.0013
0,21,342,567,1248,576,836,1015,12,3,2,1031,0.0723,0.058,1.859,0.0121,0.0022,0.032,0.2,0.0482,0.0028,0.085,0.0298,0.0041,0.0017,0.0013
1,23,341,535,1245,572,835,1011,12,3,3,1000,0.0781,0.073,1.848,0.0108,0.0013,0.031,0.198,0.0499,0.0029,0.0836,0.0336,0.0035,0.0017,0.001
1,22,341,580,1250,576,834,1008,12,3,2,1031,0.0723,0.058,1.859,0.0121,0.0022,0.032,0.2,0.0482,0.0028,0.085,0.0298,0.0041,0.0017,0.0013
0,21,335,525,1254,570,840,1018,12,3,3,1031,0.0723,0.058,1.859,0.0121,0.0022,0.032,0.2,0.0482,0.0028,0.085,0.0298,0.0041,0.0017,0.0013
1,24,335,523,1250,571,839,1012,12,3,2,1000,0.0692,0.073,1.873,0.0121,0.001,0.032,0.196,0.0493,0.0031,0.0819,0.0302,0.0035,0.002,0.0016
1,22,336,554,1257,570,841,1012,12,3,3,1031,0.0723,0.058,1.859,0.0121,0.0022,0.032,0.2,0.0482,0.0028,0.085,0.0298,0.0041,0.0017,0.0013
1,23,385,343,1271,580,840,1033,12,2,1,1000,0.0754,0.058,1.845,0.0094,0.0019,0.029,0.192,0.049,0.0036,0.0895,0.0389,0.0031,0.0025,0.0015
0,21,374,577,1255,578,840,1013,12,3,3,1031,0.0764,0.063,1.855,0.0094,0.0025,0.028,0.199,0.0513,0.0026,0.094,0.0399,0.0039,0.002,0.0016
1,24,379,599,1265,577,833,1009,12,3,2,1031,0.0764,0.063,1.855,0.0094,0.0025,0.028,0.199,0.0513,0.0026,0.094,0.0399,0.0039,0.002,0.0016
1,22,376,522,1264,579,840,1020,12,3,3,1000,0.0716,0.051,1.877,0.0108,0.0018,0.041,0.203,0.0515,0.0038,0.0877,0.0365,0.0032,0.0016,0.0022
1,23,375,537,1243,577,829,992,12,3,2,1000,0.0762,0.054,1.865,0.0091,0.0015,0.056,0.201,0.0485,0.0035,0.082,0.0348,0.0031,0.0018,0.0019
0,21,378,364,1258,578,823,1020,12,3,3,1000,0.0754,0.058,1.845,0.0094,0.0019,0.029,0.192,0.049,0.0036,0.0895,0.0389,0.0031,0.0025,0.0015
0,20,290,543,1250,528,831,1007,12,2,2,1031,0.0742,0.055,1.855,0.0083,0.0017,0.032,0.203,0.0522,0.0034,0.0929,0.0378,0.0037,0.0023,0.0009
0,21,289,622,1253,538,814,1001,12,2,2,1000,0.0761,0.049,1.863,0.0098,0.0021,0.034,0.178,0.051,0.0036,0.0885,0.0344,0.0038,0.0021,0.0016
0,20,293,636,1260,549,815,1001,12,2,3,1031,0.0742,0.055,1.855,0.0083,0.0017,0.032,0.203,0.0522,0.0034,0.0929,0.0378,0.0037,0.0023,0.0009
1,24,213,411,1278,598,870,1042,12,6,1,1000,0.0784,0.081,1.843,0.0096,0.0028,0.035,0.192,0.0476,0.0027,0.072,0.0281,0.0038,0.0027,0.0012
1,23,310,255,1260,583,848,1020,12,2,2,1000,0.0762,0.054,1.865,0.0091,0.0015,0.056,0.201,0.0485,0.0035,0.082,0.0348,0.0031,0.0018,0.0019
1,26,286,563,1237,582,839,1021,12,3,3,1031,0.0754,0.057,1.816,0.0083,0.0029,0.042,0.15,0.0527,0.003,0.0829,0.0278,0.0046,0.0013,0.0013
1,23,296,642,1242,547,811,1001,12,2,3,1000,0.0761,0.049,1.863,0.0098,0.0021,0.034,0.178,0.051,0.0036,0.0885,0.0344,0.0038,0.0021,0.0016
1,24,297,601,1250,549,811,989,12,2,3,1000,0.0761,0.049,1.863,0.0098,0.0021,0.034,0.178,0.051,0.0036,0.0885,0.0344,0.0038,0.0021,0.0016
1,22,291,602,1255,586,836,1005,12,3,1,1031,0.0752,0.036,1.906,0.0086,0.0014,0.028,0.196,0.055,0.0039,0.0939,0.0316,0.004,0.0032,0.0018
